ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000479414	ENSG00000116161	ENST00000613570
ENSP00000408701	ENSG00000130508	ENST00000447941
ENSP00000479417	ENSG00000278839	ENST00000613176
ENSP00000387269	ENSG00000144468	ENST00000409053
ENSP00000387263	ENSG00000211460	ENST00000409193
ENSP00000412224	ENSG00000115446	ENST00000423713
ENSP00000387267	ENSG00000115274	ENST00000409917
ENSP00000479403	ENSG00000153922	ENST00000511067
ENSP00000412228	ENSG00000187634	ENST00000455979
ENSP00000461019	ENSG00000263163	ENST00000570870
ENSP00000358121	ENSG00000085382	ENST00000369125
ENSP00000358122	ENSG00000023902	ENST00000369126
ENSP00000358124	ENSG00000136631	ENST00000369128
ENSP00000474766	ENSG00000214655	ENST00000603187
ENSP00000474762	ENSG00000105290	ENST00000587274
ENSP00000382370	ENSG00000141447	ENST00000399441
ENSP00000382371	ENSG00000205758	ENST00000399442
ENSP00000429374	ENSG00000008988	ENST00000519807
ENSP00000429370	ENSG00000179388	ENST00000519492
ENSP00000429372	ENSG00000137055	ENST00000520884
ENSP00000429373	ENSG00000112038	ENST00000522236
ENSP00000429379	ENSG00000120910	ENST00000518852
ENSP00000422189	ENSG00000248592	ENST00000514466
ENSP00000339064	ENSG00000144713	ENST00000273223
ENSP00000469578	ENSG00000198521	ENST00000594012
ENSP00000469571	ENSG00000130479	ENST00000594625
ENSP00000469575	ENSG00000231924	ENST00000595930
ENSP00000358697	ENSG00000108039	ENST00000369683
ENSP00000387488	ENSG00000171094	ENST00000453137
ENSP00000387482	ENSG00000115593	ENST00000438570
ENSP00000452715	ENSG00000140280	ENST00000558126
ENSP00000402667	ENSG00000076242	ENST00000458205
ENSP00000452717	ENSG00000185787	ENST00000559345
ENSP00000452719	ENSG00000074603	ENST00000558529
ENSP00000299173	ENSG00000166140	ENST00000299173
ENSP00000385122	ENSG00000217442	ENST00000402753
ENSP00000468198	ENSG00000173786	ENST00000587679
ENSP00000381881	ENSG00000157554	ENST00000398910
ENSP00000468193	ENSG00000166596	ENST00000574097
ENSP00000468192	ENSG00000180479	ENST00000590751
ENSP00000468191	ENSG00000171970	ENST00000590305
ENSP00000430048	ENSG00000178852	ENST00000517484
ENSP00000430049	ENSG00000164941	ENST00000521860
ENSP00000394666	ENSG00000168385	ENST00000411484
ENSP00000460764	ENSG00000179958	ENST00000568973
ENSP00000430047	ENSG00000234284	ENST00000519896
ENSP00000430040	ENSG00000104804	ENST00000522945
ENSP00000430041	ENSG00000164920	ENST00000523368
ENSP00000430042	ENSG00000250479	ENST00000520222
ENSP00000460763	ENSG00000122390	ENST00000570819
ENSP00000475410	ENSG00000196550	ENST00000607379
ENSP00000475411	ENSG00000125089	ENST00000512966
ENSP00000468221	ENSG00000171401	ENST00000587544
ENSP00000468225	ENSG00000132000	ENST00000591353
ENSP00000473813	ENSG00000095637	ENST00000486141
ENSP00000428138	ENSG00000104517	ENST00000519365
ENSP00000453449	ENSG00000080823	ENST00000559838
ENSP00000404549	ENSG00000095713	ENST00000436034
ENSP00000428134	ENSG00000135749	ENST00000484347
ENSP00000453444	ENSG00000100889	ENST00000559250
ENSP00000428131	ENSG00000078674	ENST00000517730
ENSP00000428130	ENSG00000168802	ENST00000522497
ENSP00000428132	ENSG00000121039	ENST00000519380
ENSP00000338009	ENSG00000106633	ENST00000336642
ENSP00000458214	ENSG00000006194	ENST00000575823
ENSP00000458213	ENSG00000103363	ENST00000494946
ENSP00000335031	ENSG00000029534	ENST00000335651
ENSP00000467418	ENSG00000128422	ENST00000577817
ENSP00000435173	ENSG00000151503	ENST00000530396
ENSP00000435171	ENSG00000197302	ENST00000530881
ENSP00000467410	ENSG00000197563	ENST00000586566
ENSP00000467417	ENSG00000072958	ENST00000591775
ENSP00000435176	ENSG00000134242	ENST00000528414
ENSP00000467414	ENSG00000102858	ENST00000587747
ENSP00000427004	ENSG00000164347	ENST00000509430
ENSP00000454303	ENSG00000254470	ENST00000532090
ENSP00000418550	ENSG00000188313	ENST00000486631
ENSP00000418552	ENSG00000114107	ENST00000459695
ENSP00000418553	ENSG00000169855	ENST00000495961
ENSP00000237019	ENSG00000118276	ENST00000237019
ENSP00000397072	ENSG00000015171	ENST00000439456
ENSP00000471749	ENSG00000003402	ENST00000470178
ENSP00000397078	ENSG00000136699	ENST00000457039
ENSP00000322361	ENSG00000130856	ENST00000320610
ENSP00000439877	ENSG00000175575	ENST00000546039
ENSP00000439875	ENSG00000089053	ENST00000541887
ENSP00000470896	ENSG00000105197	ENST00000602028
ENSP00000470895	ENSG00000160117	ENST00000598347
ENSP00000470894	ENSG00000123815	ENST00000595254
ENSP00000464858	ENSG00000127452	ENST00000589626
ENSP00000421834	ENSG00000113391	ENST00000509739
ENSP00000382364	ENSG00000182095	ENST00000399434
ENSP00000464850	ENSG00000187688	ENST00000577277
ENSP00000464851	ENSG00000126858	ENST00000582602
ENSP00000464856	ENSG00000099203	ENST00000586835
ENSP00000464857	ENSG00000174917	ENST00000587589
ENSP00000464854	ENSG00000187997	ENST00000586999
ENSP00000464855	ENSG00000065268	ENST00000587001
ENSP00000435822	ENSG00000174080	ENST00000526010
ENSP00000444780	ENSG00000175482	ENST00000539074
ENSP00000435824	ENSG00000196172	ENST00000531570
ENSP00000435826	ENSG00000118096	ENST00000531939
ENSP00000419206	ENSG00000164880	ENST00000483196
ENSP00000419205	ENSG00000065371	ENST00000484329
ENSP00000447324	ENSG00000075856	ENST00000550322
ENSP00000419203	ENSG00000120699	ENST00000481013
ENSP00000419202	ENSG00000064225	ENST00000485145
ENSP00000484864	ENSG00000278839	ENST00000611277
ENSP00000419209	ENSG00000064225	ENST00000460774
ENSP00000443836	ENSG00000134825	ENST00000543510
ENSP00000443834	ENSG00000135090	ENST00000537952
ENSP00000421839	ENSG00000164134	ENST00000515576
ENSP00000480523	ENSG00000134905	ENST00000620794
ENSP00000445789	ENSG00000129347	ENST00000539027
ENSP00000445788	ENSG00000111674	ENST00000537688
ENSP00000444436	ENSG00000111325	ENST00000545612
ENSP00000444434	ENSG00000111704	ENST00000541267
ENSP00000444430	ENSG00000135679	ENST00000539479
ENSP00000444439	ENSG00000168003	ENST00000536981
ENSP00000443783	ENSG00000174306	ENST00000544979
ENSP00000443782	ENSG00000175582	ENST00000541973
ENSP00000443787	ENSG00000100504	ENST00000544180
ENSP00000407153	ENSG00000198453	ENST00000455817
ENSP00000407155	ENSG00000142494	ENST00000436810
ENSP00000422330	ENSG00000109794	ENST00000504330
ENSP00000451281	ENSG00000100906	ENST00000553342
ENSP00000466170	ENSG00000184640	ENST00000586521
ENSP00000466174	ENSG00000267281	ENST00000591834
ENSP00000437556	ENSG00000111790	ENST00000546072
ENSP00000437559	ENSG00000121351	ENST00000535428
ENSP00000420784	ENSG00000239264	ENST00000473453
ENSP00000469900	ENSG00000105467	ENST00000600863
ENSP00000469906	ENSG00000099783	ENST00000598367
ENSP00000469909	ENSG00000104983	ENST00000594672
ENSP00000434848	ENSG00000167323	ENST00000532610
ENSP00000448927	ENSG00000197111	ENST00000552296
ENSP00000420524	ENSG00000154175	ENST00000471714
ENSP00000436828	ENSG00000134575	ENST00000529788
ENSP00000456462	ENSG00000198417	ENST00000568475
ENSP00000456460	ENSG00000138614	ENST00000569491
ENSP00000446143	ENSG00000103005	ENST00000539737
ENSP00000446144	ENSG00000175581	ENST00000537007
ENSP00000446145	ENSG00000176171	ENST00000540159
ENSP00000456464	ENSG00000103042	ENST00000570214
ENSP00000446147	ENSG00000182054	ENST00000540499
ENSP00000464761	ENSG00000166377	ENST00000589326
ENSP00000433810	ENSG00000143207	ENST00000498306
ENSP00000385736	ENSG00000170848	ENST00000402603
ENSP00000425419	ENSG00000160087	ENST00000509720
ENSP00000438281	ENSG00000119242	ENST00000535556
ENSP00000438286	ENSG00000139178	ENST00000545280
ENSP00000464767	ENSG00000141401	ENST00000588927
ENSP00000458122	ENSG00000196628	ENST00000568186
ENSP00000465604	ENSG00000167476	ENST00000593238
ENSP00000215798	ENSG00000099999	ENST00000215798
ENSP00000474408	ENSG00000170906	ENST00000303553
ENSP00000474401	ENSG00000089351	ENST00000424536
ENSP00000385087	ENSG00000173452	ENST00000405844
ENSP00000357843	ENSG00000112394	ENST00000368850
ENSP00000394504	ENSG00000014641	ENST00000436321
ENSP00000394502	ENSG00000133997	ENST00000440435
ENSP00000394501	ENSG00000066827	ENST00000429442
ENSP00000417400	ENSG00000120093	ENST00000471459
ENSP00000485426	ENSG00000206072	ENST00000624518
ENSP00000390472	ENSG00000137274	ENST00000434640
ENSP00000449341	ENSG00000111481	ENST00000552218
ENSP00000398668	ENSG00000147234	ENST00000439554
ENSP00000398663	ENSG00000183963	ENST00000432777
ENSP00000449349	ENSG00000064763	ENST00000547116
ENSP00000485373	ENSG00000175701	ENST00000426713
ENSP00000485371	ENSG00000279892	ENST00000624857
ENSP00000485376	ENSG00000112852	ENST00000625033
ENSP00000485377	ENSG00000279068	ENST00000623884
ENSP00000419984	ENSG00000102786	ENST00000490542
ENSP00000442493	ENSG00000187790	ENST00000542564
ENSP00000413922	ENSG00000162267	ENST00000416872
ENSP00000419987	ENSG00000064225	ENST00000477574
ENSP00000448693	ENSG00000179715	ENST00000548348
ENSP00000419659	ENSG00000231925	ENST00000489157
ENSP00000484023	ENSG00000269335	ENST00000617207
ENSP00000455468	ENSG00000169627	ENST00000569282
ENSP00000484026	ENSG00000160753	ENST00000490373
ENSP00000455463	ENSG00000155666	ENST00000567735
ENSP00000455462	ENSG00000089486	ENST00000563507
ENSP00000455461	ENSG00000103066	ENST00000564827
ENSP00000455467	ENSG00000169682	ENST00000568829
ENSP00000421789	ENSG00000132463	ENST00000514161
ENSP00000419655	ENSG00000151576	ENST00000482307
ENSP00000450077	ENSG00000111596	ENST00000552483
ENSP00000455054	ENSG00000103034	ENST00000567454
ENSP00000427375	ENSG00000138777	ENST00000515567
ENSP00000379569	ENSG00000135048	ENST00000396272
ENSP00000419652	ENSG00000149292	ENST00000483239
ENSP00000379561	ENSG00000204536	ENST00000396263
ENSP00000355990	ENSG00000009790	ENST00000367023
ENSP00000379565	ENSG00000184619	ENST00000396267
ENSP00000480318	ENSG00000274792	ENST00000622674
ENSP00000398085	ENSG00000242852	ENST00000455490
ENSP00000398084	ENSG00000112983	ENST00000441656
ENSP00000398081	ENSG00000056586	ENST00000454740
ENSP00000356716	ENSG00000117523	ENST00000367742
ENSP00000401125	ENSG00000065243	ENST00000436111
ENSP00000401124	ENSG00000185133	ENST00000412985
ENSP00000312767	ENSG00000178404	ENST00000322630
ENSP00000392908	ENSG00000114867	ENST00000448284
ENSP00000392907	ENSG00000144674	ENST00000431105
ENSP00000354710	ENSG00000126522	ENST00000362000
ENSP00000481706	ENSG00000174428	ENST00000614064
ENSP00000481704	ENSG00000006125	ENST00000621668
ENSP00000481701	ENSG00000277134	ENST00000610641
ENSP00000434357	ENSG00000171202	ENST00000532180
ENSP00000289290	ENSG00000102024	ENST00000289290
ENSP00000450178	ENSG00000135447	ENST00000553113
ENSP00000450173	ENSG00000152556	ENST00000546755
ENSP00000480250	ENSG00000136485	ENST00000615512
ENSP00000450174	ENSG00000219200	ENST00000549393
ENSP00000450175	ENSG00000120868	ENST00000547743
ENSP00000396951	ENSG00000081377	ENST00000452280
ENSP00000351295	ENSG00000143603	ENST00000358505
ENSP00000418618	ENSG00000198464	ENST00000490272
ENSP00000418617	ENSG00000124783	ENST00000474597
ENSP00000418612	ENSG00000112514	ENST00000488478
ENSP00000418611	ENSG00000160145	ENST00000460856
ENSP00000418610	ENSG00000157800	ENST00000469636
ENSP00000424931	ENSG00000145526	ENST00000506372
ENSP00000424930	ENSG00000017260	ENST00000508660
ENSP00000454413	ENSG00000257017	ENST00000562526
ENSP00000424935	ENSG00000151726	ENST00000504900
ENSP00000454414	ENSG00000141002	ENST00000565196
ENSP00000424936	ENSG00000175471	ENST00000507214
ENSP00000424939	ENSG00000049860	ENST00000509579
ENSP00000411534	ENSG00000137776	ENST00000432750
ENSP00000411531	ENSG00000237289	ENST00000453733
ENSP00000411530	ENSG00000138606	ENST00000458022
ENSP00000400294	ENSG00000144744	ENST00000415609
ENSP00000376383	ENSG00000197177	ENST00000392606
ENSP00000376384	ENSG00000197177	ENST00000392607
ENSP00000376387	ENSG00000172794	ENST00000392610
ENSP00000392016	ENSG00000100360	ENST00000417951
ENSP00000392013	ENSG00000171469	ENST00000444611
ENSP00000392019	ENSG00000185274	ENST00000447516
ENSP00000400740	ENSG00000175198	ENST00000443601
ENSP00000394887	ENSG00000158321	ENST00000416482
ENSP00000394886	ENSG00000002822	ENST00000450235
ENSP00000394885	ENSG00000178287	ENST00000454911
ENSP00000400747	ENSG00000067560	ENST00000431929
ENSP00000380045	ENSG00000213920	ENST00000396833
ENSP00000416169	ENSG00000074582	ENST00000426649
ENSP00000413547	ENSG00000226187	ENST00000431420
ENSP00000465275	ENSG00000066651	ENST00000473273
ENSP00000430059	ENSG00000147421	ENST00000519047
ENSP00000465272	ENSG00000049249	ENST00000474475
ENSP00000452154	ENSG00000176438	ENST00000554873
ENSP00000452155	ENSG00000100599	ENST00000557762
ENSP00000483284	ENSG00000278656	ENST00000616961
ENSP00000483285	ENSG00000169851	ENST00000509759
ENSP00000483288	ENSG00000276887	ENST00000620133
ENSP00000460774	ENSG00000101574	ENST00000576251
ENSP00000420102	ENSG00000163848	ENST00000468369
ENSP00000465769	ENSG00000171302	ENST00000588075
ENSP00000420106	ENSG00000071794	ENST00000467858
ENSP00000420107	ENSG00000105939	ENST00000460845
ENSP00000402381	ENSG00000160703	ENST00000422249
ENSP00000427778	ENSG00000147471	ENST00000523358
ENSP00000427779	ENSG00000118492	ENST00000470716
ENSP00000427772	ENSG00000113645	ENST00000521089
ENSP00000427773	ENSG00000133742	ENST00000522389
ENSP00000427770	ENSG00000171045	ENST00000520166
ENSP00000427774	ENSG00000169398	ENST00000522424
ENSP00000407210	ENSG00000107263	ENST00000414781
ENSP00000425686	ENSG00000123219	ENST00000510693
ENSP00000425682	ENSG00000204536	ENST00000513222
ENSP00000425689	ENSG00000120705	ENST00000507939
ENSP00000413268	ENSG00000204843	ENST00000413111
ENSP00000357431	ENSG00000135549	ENST00000368446
ENSP00000385469	ENSG00000115970	ENST00000403856
ENSP00000357434	ENSG00000160691	ENST00000368449
ENSP00000453285	ENSG00000108107	ENST00000558131
ENSP00000453287	ENSG00000128463	ENST00000561372
ENSP00000428337	ENSG00000120156	ENST00000519080
ENSP00000428335	ENSG00000241852	ENST00000495957
ENSP00000393823	ENSG00000153093	ENST00000441974
ENSP00000436939	ENSG00000132780	ENST00000525515
ENSP00000436936	ENSG00000167792	ENST00000530638
ENSP00000436937	ENSG00000008517	ENST00000529699
ENSP00000388736	ENSG00000059377	ENST00000425687
ENSP00000436935	ENSG00000112303	ENST00000525289
ENSP00000423454	ENSG00000171566	ENST00000504341
ENSP00000395373	ENSG00000164054	ENST00000443308
ENSP00000395370	ENSG00000134287	ENST00000447318
ENSP00000395371	ENSG00000182979	ENST00000426567
ENSP00000424483	ENSG00000172493	ENST00000503477
ENSP00000424484	ENSG00000080822	ENST00000510541
ENSP00000423459	ENSG00000145287	ENST00000509973
ENSP00000423458	ENSG00000114670	ENST00000510688
ENSP00000459900	ENSG00000103260	ENST00000567076
ENSP00000459904	ENSG00000040633	ENST00000574407
ENSP00000426429	ENSG00000163697	ENST00000512510
ENSP00000426428	ENSG00000165671	ENST00000511258
ENSP00000428487	ENSG00000145901	ENST00000522100
ENSP00000428486	ENSG00000156787	ENST00000520368
ENSP00000428481	ENSG00000072571	ENST00000520345
ENSP00000428482	ENSG00000169398	ENST00000520151
ENSP00000456101	ENSG00000103168	ENST00000568265
ENSP00000426422	ENSG00000153113	ENST00000512620
ENSP00000428489	ENSG00000168078	ENST00000522944
ENSP00000456104	ENSG00000103253	ENST00000563792
ENSP00000485039	ENSG00000279487	ENST00000624572
ENSP00000413485	ENSG00000176261	ENST00000436661
ENSP00000485035	ENSG00000169727	ENST00000623761
ENSP00000485034	ENSG00000113211	ENST00000622991
ENSP00000413480	ENSG00000159082	ENST00000416083
ENSP00000430475	ENSG00000104205	ENST00000521960
ENSP00000460356	ENSG00000263310	ENST00000572106
ENSP00000424157	ENSG00000083857	ENST00000512772
ENSP00000460350	ENSG00000175866	ENST00000572498
ENSP00000424154	ENSG00000109339	ENST00000515400
ENSP00000430478	ENSG00000070501	ENST00000518579
ENSP00000258148	ENSG00000135679	ENST00000258148
ENSP00000408298	ENSG00000184381	ENST00000427453
ENSP00000408296	ENSG00000168385	ENST00000421717
ENSP00000408294	ENSG00000163812	ENST00000455235
ENSP00000476772	ENSG00000203896	ENST00000493265
ENSP00000382553	ENSG00000215131	ENST00000399645
ENSP00000414286	ENSG00000221838	ENST00000439416
ENSP00000414280	ENSG00000127946	ENST00000420909
ENSP00000414281	ENSG00000215301	ENST00000441189
ENSP00000414289	ENSG00000162236	ENST00000431400
ENSP00000473800	ENSG00000135148	ENST00000548092
ENSP00000326199	ENSG00000132849	ENST00000316485
ENSP00000459014	ENSG00000213398	ENST00000570369
ENSP00000459012	ENSG00000167721	ENST00000576112
ENSP00000459010	ENSG00000170291	ENST00000576496
ENSP00000459011	ENSG00000079432	ENST00000576505
ENSP00000422410	ENSG00000174227	ENST00000510235
ENSP00000466213	ENSG00000147100	ENST00000590447
ENSP00000466210	ENSG00000161533	ENST00000588176
ENSP00000422413	ENSG00000205302	ENST00000505934
ENSP00000380894	ENSG00000028203	ENST00000397792
ENSP00000435635	ENSG00000006652	ENST00000462155
ENSP00000422418	ENSG00000164120	ENST00000510901
ENSP00000422419	ENSG00000114686	ENST00000507669
ENSP00000420487	ENSG00000114786	ENST00000463937
ENSP00000331845	ENSG00000183530	ENST00000327423
ENSP00000420481	ENSG00000172954	ENST00000465200
ENSP00000331843	ENSG00000183426	ENST00000328085
ENSP00000467238	ENSG00000131848	ENST00000592355
ENSP00000415887	ENSG00000131503	ENST00000432301
ENSP00000464109	ENSG00000109046	ENST00000581185
ENSP00000435633	ENSG00000110651	ENST00000533417
ENSP00000463199	ENSG00000108622	ENST00000578379
ENSP00000303820	ENSG00000171649	ENST00000307468
ENSP00000463194	ENSG00000104067	ENST00000579042
ENSP00000463193	ENSG00000184939	ENST00000564323
ENSP00000463190	ENSG00000108424	ENST00000583013
ENSP00000463191	ENSG00000196418	ENST00000491356
ENSP00000478642	ENSG00000276709	ENST00000610518
ENSP00000478640	ENSG00000119685	ENST00000555018
ENSP00000478641	ENSG00000089063	ENST00000612323
ENSP00000399738	ENSG00000152056	ENST00000444408
ENSP00000478649	ENSG00000162174	ENST00000534571
ENSP00000427818	ENSG00000176623	ENST00000519247
ENSP00000471929	ENSG00000142546	ENST00000598296
ENSP00000470341	ENSG00000256087	ENST00000597273
ENSP00000387384	ENSG00000124571	ENST00000455285
ENSP00000387386	ENSG00000106617	ENST00000418337
ENSP00000470348	ENSG00000197756	ENST00000600880
ENSP00000432033	ENSG00000110651	ENST00000481687
ENSP00000471690	ENSG00000169393	ENST00000597519
ENSP00000381762	ENSG00000125844	ENST00000398782
ENSP00000386388	ENSG00000153827	ENST00000409677
ENSP00000389578	ENSG00000135930	ENST00000444113
ENSP00000433418	ENSG00000134717	ENST00000484036
ENSP00000433417	ENSG00000149499	ENST00000531557
ENSP00000386381	ENSG00000185674	ENST00000409679
ENSP00000389576	ENSG00000077063	ENST00000446636
ENSP00000389571	ENSG00000102543	ENST00000429346
ENSP00000389570	ENSG00000177994	ENST00000447328
ENSP00000387038	ENSG00000175497	ENST00000409163
ENSP00000435718	ENSG00000184571	ENST00000527701
ENSP00000435712	ENSG00000136574	ENST00000532059
ENSP00000435711	ENSG00000198929	ENST00000464284
ENSP00000387031	ENSG00000072135	ENST00000409022
ENSP00000387036	ENSG00000147459	ENST00000410074
ENSP00000387035	ENSG00000152291	ENST00000409015
ENSP00000359448	ENSG00000079841	ENST00000370420
ENSP00000466964	ENSG00000167434	ENST00000591725
ENSP00000362761	ENSG00000186871	ENST00000373657
ENSP00000366477	ENSG00000204740	ENST00000377266
ENSP00000366476	ENSG00000204740	ENST00000377265
ENSP00000462249	ENSG00000161970	ENST00000584441
ENSP00000366471	ENSG00000089157	ENST00000313104
ENSP00000436164	ENSG00000137501	ENST00000533057
ENSP00000469291	ENSG00000105516	ENST00000601104
ENSP00000436166	ENSG00000137185	ENST00000527844
ENSP00000436161	ENSG00000174516	ENST00000528752
ENSP00000436160	ENSG00000110536	ENST00000534775
ENSP00000469295	ENSG00000075292	ENST00000601581
ENSP00000436162	ENSG00000150433	ENST00000527271
ENSP00000403077	ENSG00000196715	ENST00000434382
ENSP00000403075	ENSG00000240592	ENST00000423079
ENSP00000403071	ENSG00000204070	ENST00000414310
ENSP00000481056	ENSG00000275395	ENST00000616721
ENSP00000333552	ENSG00000105419	ENST00000331559
ENSP00000437412	ENSG00000168010	ENST00000541367
ENSP00000437411	ENSG00000131018	ENST00000540663
ENSP00000428818	ENSG00000169139	ENST00000521346
ENSP00000428816	ENSG00000113575	ENST00000523082
ENSP00000428817	ENSG00000168484	ENST00000518615
ENSP00000437418	ENSG00000103227	ENST00000543238
ENSP00000451244	ENSG00000139974	ENST00000526105
ENSP00000386929	ENSG00000163017	ENST00000409731
ENSP00000386926	ENSG00000169756	ENST00000410093
ENSP00000386924	ENSG00000104320	ENST00000409330
ENSP00000386922	ENSG00000132300	ENST00000409783
ENSP00000386920	ENSG00000204822	ENST00000409710
ENSP00000220959	ENSG00000104517	ENST00000220959
ENSP00000408570	ENSG00000183091	ENST00000421461
ENSP00000382238	ENSG00000205670	ENST00000399299
ENSP00000454790	ENSG00000167005	ENST00000566340
ENSP00000475593	ENSG00000138964	ENST00000466375
ENSP00000475596	ENSG00000148824	ENST00000477902
ENSP00000380569	ENSG00000135999	ENST00000397424
ENSP00000296521	ENSG00000164120	ENST00000296521
ENSP00000469434	ENSG00000105085	ENST00000598492
ENSP00000469431	ENSG00000088247	ENST00000595258
ENSP00000469430	ENSG00000105467	ENST00000595322
ENSP00000472645	ENSG00000167646	ENST00000588076
ENSP00000472647	ENSG00000104946	ENST00000599049
ENSP00000472640	ENSG00000141985	ENST00000598219
ENSP00000472641	ENSG00000105552	ENST00000601681
ENSP00000435102	ENSG00000162643	ENST00000528899
ENSP00000461607	ENSG00000077238	ENST00000565179
ENSP00000461600	ENSG00000140987	ENST00000571906
ENSP00000435103	ENSG00000204296	ENST00000527965
ENSP00000468529	ENSG00000179943	ENST00000592585
ENSP00000465739	ENSG00000174917	ENST00000590389
ENSP00000468520	ENSG00000064932	ENST00000587024
ENSP00000467461	ENSG00000066926	ENST00000591215
ENSP00000465731	ENSG00000104853	ENST00000585961
ENSP00000468525	ENSG00000178982	ENST00000588934
ENSP00000370153	ENSG00000053918	ENST00000380776
ENSP00000399843	ENSG00000164619	ENST00000436222
ENSP00000434144	ENSG00000171067	ENST00000533310
ENSP00000434148	ENSG00000166483	ENST00000530712
ENSP00000379366	ENSG00000173542	ENST00000396051
ENSP00000447951	ENSG00000197647	ENST00000478765
ENSP00000447952	ENSG00000111727	ENST00000550444
ENSP00000447953	ENSG00000152804	ENST00000492654
ENSP00000450620	ENSG00000165948	ENST00000554562
ENSP00000405020	ENSG00000138376	ENST00000432456
ENSP00000480901	ENSG00000141664	ENST00000621048
ENSP00000339565	ENSG00000189292	ENST00000344414
ENSP00000270593	ENSG00000142513	ENST00000270593
ENSP00000484484	ENSG00000167618	ENST00000610651
ENSP00000428041	ENSG00000156162	ENST00000519353
ENSP00000473998	ENSG00000185630	ENST00000485769
ENSP00000352658	ENSG00000000971	ENST00000359637
ENSP00000404087	ENSG00000167555	ENST00000448954
ENSP00000404086	ENSG00000155313	ENST00000453553
ENSP00000404085	ENSG00000144619	ENST00000434053
ENSP00000404084	ENSG00000001631	ENST00000445516
ENSP00000404082	ENSG00000138002	ENST00000443889
ENSP00000360227	ENSG00000162599	ENST00000371185
ENSP00000283977	ENSG00000013375	ENST00000283977
ENSP00000445088	ENSG00000161618	ENST00000540132
ENSP00000445085	ENSG00000173391	ENST00000543993
ENSP00000445086	ENSG00000140990	ENST00000543683
ENSP00000352385	ENSG00000095139	ENST00000359415
ENSP00000360051	ENSG00000198160	ENST00000371012
ENSP00000480016	ENSG00000058453	ENST00000467938
ENSP00000464955	ENSG00000104886	ENST00000587394
ENSP00000467609	ENSG00000141622	ENST00000588679
ENSP00000403850	ENSG00000105852	ENST00000451904
ENSP00000411731	ENSG00000185250	ENST00000417394
ENSP00000467606	ENSG00000141644	ENST00000592060
ENSP00000467607	ENSG00000175262	ENST00000468348
ENSP00000467605	ENSG00000085415	ENST00000592170
ENSP00000419500	ENSG00000198556	ENST00000493485
ENSP00000419501	ENSG00000136521	ENST00000471112
ENSP00000159647	ENSG00000073150	ENST00000159647
ENSP00000419507	ENSG00000114126	ENST00000474279
ENSP00000445627	ENSG00000139187	ENST00000539240
ENSP00000445620	ENSG00000198598	ENST00000535004
ENSP00000411085	ENSG00000170445	ENST00000415192
ENSP00000400508	ENSG00000168036	ENST00000426215
ENSP00000467799	ENSG00000181481	ENST00000434242
ENSP00000408410	ENSG00000090520	ENST00000418776
ENSP00000400505	ENSG00000123636	ENST00000426648
ENSP00000406901	ENSG00000105968	ENST00000446531
ENSP00000406903	ENSG00000187514	ENST00000412128
ENSP00000379949	ENSG00000170791	ENST00000396723
ENSP00000466559	ENSG00000130159	ENST00000591104
ENSP00000466558	ENSG00000091164	ENST00000587613
ENSP00000466550	ENSG00000130813	ENST00000590378
ENSP00000466555	ENSG00000104881	ENST00000589371
ENSP00000462017	ENSG00000135720	ENST00000569320
ENSP00000390788	ENSG00000103496	ENST00000457779
ENSP00000449990	ENSG00000074590	ENST00000549704
ENSP00000392314	ENSG00000106992	ENST00000413016
ENSP00000385247	ENSG00000214711	ENST00000403897
ENSP00000447173	ENSG00000111424	ENST00000550325
ENSP00000483732	ENSG00000277117	ENST00000612610
ENSP00000483737	ENSG00000172270	ENST00000612317
ENSP00000417360	ENSG00000173889	ENST00000486042
ENSP00000417367	ENSG00000133597	ENST00000483369
ENSP00000417364	ENSG00000198704	ENST00000474923
ENSP00000443661	ENSG00000150990	ENST00000543962
ENSP00000417369	ENSG00000066422	ENST00000461821
ENSP00000443668	ENSG00000237333	ENST00000480377
ENSP00000425443	ENSG00000168769	ENST00000513237
ENSP00000425447	ENSG00000170458	ENST00000512545
ENSP00000365814	ENSG00000177674	ENST00000376627
ENSP00000425449	ENSG00000134851	ENST00000506198
ENSP00000421533	ENSG00000205208	ENST00000508457
ENSP00000421537	ENSG00000154274	ENST00000508175
ENSP00000421535	ENSG00000037280	ENST00000512795
ENSP00000471436	ENSG00000077009	ENST00000599576
ENSP00000396209	ENSG00000143416	ENST00000424475
ENSP00000396208	ENSG00000131355	ENST00000443157
ENSP00000396202	ENSG00000115677	ENST00000449864
ENSP00000406016	ENSG00000079308	ENST00000430930
ENSP00000384652	ENSG00000106399	ENST00000406109
ENSP00000442046	ENSG00000133687	ENST00000539277
ENSP00000442041	ENSG00000157895	ENST00000538296
ENSP00000456347	ENSG00000159708	ENST00000561948
ENSP00000399473	ENSG00000143891	ENST00000434934
ENSP00000482064	ENSG00000278540	ENST00000618053
ENSP00000456343	ENSG00000067221	ENST00000564777
ENSP00000456340	ENSG00000140543	ENST00000564406
ENSP00000482068	ENSG00000231887	ENST00000539853
ENSP00000485233	ENSG00000273590	ENST00000622934
ENSP00000485239	ENSG00000124226	ENST00000625177
ENSP00000485238	ENSG00000249715	ENST00000624922
ENSP00000454271	ENSG00000103876	ENST00000539156
ENSP00000454273	ENSG00000086666	ENST00000564367
ENSP00000454275	ENSG00000136404	ENST00000565982
